[2025-05-13 15:37:33.4877846] Console created
[2025-05-13 15:37:33.4899966] UE4SS - v3.0.1 Beta #0 - Git SHA #80b67cc
[2025-05-13 15:37:33.4902064] UE4SS Build Configuration: Game__Shipping__Win64 (MSVC)
[2025-05-13 15:37:33.5028033] Setting up mods...
[2025-05-13 15:37:33.5285468] UObject::AreNativePropertiesIdenticalTo = 0x180
[2025-05-13 15:37:33.5285769] UObject::GetAssetRegistryTags = 0x188
[2025-05-13 15:37:33.5286052] UObject::IsAsset = 0x190
[2025-05-13 15:37:33.5286490] UObject::GetPrimaryAssetId = 0x198
[2025-05-13 15:37:33.5286958] UObject::IsLocalizedResource = 0x1A0
[2025-05-13 15:37:33.5287365] UObject::IsSafeForRootSet = 0x1A8
[2025-05-13 15:37:33.5287681] UObject::TagSubobjects = 0x1B0
[2025-05-13 15:37:33.5287992] UObject::GetLifetimeReplicatedProps = 0x1B8
[2025-05-13 15:37:33.5288298] UObject::IsNameStableForNetworking = 0x1C0
[2025-05-13 15:37:33.5288583] UObject::IsFullNameStableForNetworking = 0x1C8
[2025-05-13 15:37:33.5289198] UObject::IsSupportedForNetworking = 0x1D0
[2025-05-13 15:37:33.5289592] UObject::GetSubobjectsWithStableNamesForNetworking = 0x1D8
[2025-05-13 15:37:33.5289950] UObject::PreNetReceive = 0x1E0
[2025-05-13 15:37:33.5290240] UObject::PostNetReceive = 0x1E8
[2025-05-13 15:37:33.5290523] UObject::PostRepNotifies = 0x1F0
[2025-05-13 15:37:33.5290816] UObject::PreDestroyFromReplication = 0x1F8
[2025-05-13 15:37:33.5291098] UObject::BuildSubobjectMapping = 0x200
[2025-05-13 15:37:33.5291374] UObject::GetConfigOverridePlatform = 0x208
[2025-05-13 15:37:33.5297343] UObject::OverridePerObjectConfigSection = 0x210
[2025-05-13 15:37:33.5299607] UObject::ProcessEvent = 0x218
[2025-05-13 15:37:33.5305282] UObject::GetFunctionCallspace = 0x220
[2025-05-13 15:37:33.5306071] UObject::CallRemoteFunction = 0x228
[2025-05-13 15:37:33.5306818] UObject::ProcessConsoleExec = 0x230
[2025-05-13 15:37:33.5316624] UObject::RegenerateClass = 0x238
[2025-05-13 15:37:33.5317163] UObject::MarkAsEditorOnlySubobject = 0x240
[2025-05-13 15:37:33.5317534] UObject::CheckDefaultSubobjectsInternal = 0x248
[2025-05-13 15:37:33.5317842] UObject::ValidateGeneratedRepEnums = 0x250
[2025-05-13 15:37:33.5318135] UObject::SetNetPushIdDynamic = 0x258
[2025-05-13 15:37:33.5318415] UObject::GetNetPushIdDynamic = 0x260
[2025-05-13 15:37:33.5319108] UField
[2025-05-13 15:37:33.5319531] UField::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5319913] UField::AddCppProperty = 0x268
[2025-05-13 15:37:33.5320176] UField::Bind = 0x270
[2025-05-13 15:37:33.5320419] UEngine
[2025-05-13 15:37:33.5320996] UEngine::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5321546] UEngine::WorldAdded = 0x268
[2025-05-13 15:37:33.5322030] UEngine::WorldDestroyed = 0x270
[2025-05-13 15:37:33.5322363] UEngine::IsInitialized = 0x278
[2025-05-13 15:37:33.5322830] UEngine::GetDefaultWorldFeatureLevel = 0x280
[2025-05-13 15:37:33.5323384] UEngine::Init = 0x288
[2025-05-13 15:37:33.5324093] UEngine::Start = 0x290
[2025-05-13 15:37:33.5324660] UEngine::PreExit = 0x298
[2025-05-13 15:37:33.5325196] UEngine::ReleaseAudioDeviceManager = 0x2A0
[2025-05-13 15:37:33.5325875] UEngine::Tick = 0x2A8
[2025-05-13 15:37:33.5326875] UEngine::CorrectNegativeTimeDelta = 0x2B0
[2025-05-13 15:37:33.5327534] UEngine::GetMaxTickRate = 0x2B8
[2025-05-13 15:37:33.5328069] UEngine::GetMaxFPS = 0x2C0
[2025-05-13 15:37:33.5328592] UEngine::SetMaxFPS = 0x2C8
[2025-05-13 15:37:33.5329346] UEngine::UpdateRunningAverageDeltaTime = 0x2D0
[2025-05-13 15:37:33.5329979] UEngine::IsAllowedFramerateSmoothing = 0x2D8
[2025-05-13 15:37:33.5330563] UEngine::OnLostFocusPause = 0x2E0
[2025-05-13 15:37:33.5331340] UEngine::ShouldThrottleCPUUsage = 0x2E8
[2025-05-13 15:37:33.5332551] UEngine::ShouldDrawBrushWireframe = 0x2F0
[2025-05-13 15:37:33.5333107] UEngine::GetMapBuildCancelled = 0x2F8
[2025-05-13 15:37:33.5345252] UEngine::SetMapBuildCancelled = 0x300
[2025-05-13 15:37:33.5346609] UEngine::GetPropertyColorationColor = 0x308
[2025-05-13 15:37:33.5347356] UEngine::AllowSelectTranslucent = 0x310
[2025-05-13 15:37:33.5347924] UEngine::OnlyLoadEditorVisibleLevelsInPIE = 0x318
[2025-05-13 15:37:33.5348465] UEngine::PreferToStreamLevelsInPIE = 0x320
[2025-05-13 15:37:33.5349076] UEngine::GetSpriteCategoryIndex = 0x328
[2025-05-13 15:37:33.5351927] UEngine::StartFPSChart = 0x330
[2025-05-13 15:37:33.5352503] UEngine::StopFPSChart = 0x338
[2025-05-13 15:37:33.5352944] UEngine::ProcessToggleFreezeCommand = 0x340
[2025-05-13 15:37:33.5353488] UEngine::ProcessToggleFreezeStreamingCommand = 0x348
[2025-05-13 15:37:33.5358250] UEngine::IsSplitScreen = 0x350
[2025-05-13 15:37:33.5359109] UEngine::IsSettingUpPlayWorld = 0x358
[2025-05-13 15:37:33.5359693] UEngine::GetGameViewportWidget = 0x360
[2025-05-13 15:37:33.5360404] UEngine::FocusNextPIEWorld = 0x368
[2025-05-13 15:37:33.5360890] UEngine::ResetPIEAudioSetting = 0x370
[2025-05-13 15:37:33.5361232] UEngine::GetNextPIEViewport = 0x378
[2025-05-13 15:37:33.5361706] UEngine::RemapGamepadControllerIdForPIE = 0x380
[2025-05-13 15:37:33.5362320] UEngine::NotifyToolsOfObjectReplacement = 0x388
[2025-05-13 15:37:33.5362691] UEngine::UseSound = 0x390
[2025-05-13 15:37:33.5362983] UEngine::CreatePIEWorldByDuplication = 0x398
[2025-05-13 15:37:33.5363365] UEngine::Experimental_ShouldPreDuplicateMap = 0x3A0
[2025-05-13 15:37:33.5363672] UEngine::InitializeAudioDeviceManager = 0x3A8
[2025-05-13 15:37:33.5363982] UEngine::InitializeHMDDevice = 0x3B0
[2025-05-13 15:37:33.5364290] UEngine::InitializeEyeTrackingDevice = 0x3B8
[2025-05-13 15:37:33.5364755] UEngine::RecordHMDAnalytics = 0x3C0
[2025-05-13 15:37:33.5365054] UEngine::InitializeObjectReferences = 0x3C8
[2025-05-13 15:37:33.5365316] UEngine::InitializePortalServices = 0x3D0
[2025-05-13 15:37:33.5365610] UEngine::InitializeRunningAverageDeltaTime = 0x3D8
[2025-05-13 15:37:33.5365891] UEngine::SpawnServerActors = 0x3E0
[2025-05-13 15:37:33.5366226] UEngine::HandleNetworkFailure = 0x3E8
[2025-05-13 15:37:33.5367286] UEngine::HandleTravelFailure = 0x3F0
[2025-05-13 15:37:33.5368326] UEngine::HandleNetworkLagStateChanged = 0x3F8
[2025-05-13 15:37:33.5368706] UEngine::NetworkRemapPath = 0x400
[2025-05-13 15:37:33.5369037] UEngine::NetworkRemapPath_1 = 0x408
[2025-05-13 15:37:33.5369444] UEngine::NetworkRemapPath_2 = 0x410
[2025-05-13 15:37:33.5370023] UEngine::HandleOpenCommand = 0x418
[2025-05-13 15:37:33.5370593] UEngine::HandleTravelCommand = 0x420
[2025-05-13 15:37:33.5371365] UEngine::HandleStreamMapCommand = 0x428
[2025-05-13 15:37:33.5371595] UEngine::HandleServerTravelCommand = 0x430
[2025-05-13 15:37:33.5372203] UEngine::HandleSayCommand = 0x438
[2025-05-13 15:37:33.5372463] UEngine::HandleDisconnectCommand = 0x440
[2025-05-13 15:37:33.5372717] UEngine::HandleReconnectCommand = 0x448
[2025-05-13 15:37:33.5373184] UEngine::Browse = 0x450
[2025-05-13 15:37:33.5373477] UEngine::TickWorldTravel = 0x458
[2025-05-13 15:37:33.5373770] UEngine::LoadMap = 0x460
[2025-05-13 15:37:33.5374014] UEngine::RedrawViewports = 0x468
[2025-05-13 15:37:33.5374238] UEngine::TriggerStreamingDataRebuild = 0x470
[2025-05-13 15:37:33.5374471] UEngine::LoadMapRedrawViewports = 0x478
[2025-05-13 15:37:33.5374689] UEngine::CancelAllPending = 0x480
[2025-05-13 15:37:33.5374935] UEngine::CancelPending = 0x488
[2025-05-13 15:37:33.5379652] UEngine::CancelPending_1 = 0x490
[2025-05-13 15:37:33.5380831] UEngine::CancelPending_2 = 0x498
[2025-05-13 15:37:33.5382570] UEngine::WorldIsPIEInNewViewport = 0x4A0
[2025-05-13 15:37:33.5383113] UEngine::VerifyLoadMapWorldCleanup = 0x4A8
[2025-05-13 15:37:33.5383436] UEngine::DestroyWorldContext = 0x4B0
[2025-05-13 15:37:33.5384337] UEngine::AreEditorAnalyticsEnabled = 0x4B8
[2025-05-13 15:37:33.5384788] UEngine::CreateStartupAnalyticsAttributes = 0x4C0
[2025-05-13 15:37:33.5385149] UEngine::IsAutosaving = 0x4C8
[2025-05-13 15:37:33.5385505] UEngine::ShouldDoAsyncEndOfFrameTasks = 0x4D0
[2025-05-13 15:37:33.5385827] UEngine::MovePendingLevel = 0x4D8
[2025-05-13 15:37:33.5386115] UEngine::ShouldShutdownWorldNetDriver = 0x4E0
[2025-05-13 15:37:33.5386395] UEngine::HandleBrowseToDefaultMapFailure = 0x4E8
[2025-05-13 15:37:33.5386687] UEngine::HandleNetworkFailure_NotifyGameInstance = 0x4F0
[2025-05-13 15:37:33.5389356] UEngine::HandleTravelFailure_NotifyGameInstance = 0x4F8
[2025-05-13 15:37:33.5395628] UScriptStruct::ICppStructOps
[2025-05-13 15:37:33.5397691] UScriptStruct::ICppStructOps::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5398278] UScriptStruct::ICppStructOps::HasNoopConstructor = 0x8
[2025-05-13 15:37:33.5398745] UScriptStruct::ICppStructOps::HasZeroConstructor = 0x10
[2025-05-13 15:37:33.5399174] UScriptStruct::ICppStructOps::Construct = 0x18
[2025-05-13 15:37:33.5399568] UScriptStruct::ICppStructOps::HasDestructor = 0x20
[2025-05-13 15:37:33.5399861] UScriptStruct::ICppStructOps::Destruct = 0x28
[2025-05-13 15:37:33.5400196] UScriptStruct::ICppStructOps::HasSerializer = 0x30
[2025-05-13 15:37:33.5400499] UScriptStruct::ICppStructOps::HasStructuredSerializer = 0x38
[2025-05-13 15:37:33.5400866] UScriptStruct::ICppStructOps::Serialize = 0x40
[2025-05-13 15:37:33.5401418] UScriptStruct::ICppStructOps::Serialize_1 = 0x48
[2025-05-13 15:37:33.5402008] UScriptStruct::ICppStructOps::HasPostSerialize = 0x50
[2025-05-13 15:37:33.5416269] UScriptStruct::ICppStructOps::PostSerialize = 0x58
[2025-05-13 15:37:33.5416825] UScriptStruct::ICppStructOps::HasNetSerializer = 0x60
[2025-05-13 15:37:33.5417268] UScriptStruct::ICppStructOps::HasNetSharedSerialization = 0x68
[2025-05-13 15:37:33.5427377] UScriptStruct::ICppStructOps::NetSerialize = 0x70
[2025-05-13 15:37:33.5428321] UScriptStruct::ICppStructOps::HasNetDeltaSerializer = 0x78
[2025-05-13 15:37:33.5429826] UScriptStruct::ICppStructOps::NetDeltaSerialize = 0x80
[2025-05-13 15:37:33.5430671] UScriptStruct::ICppStructOps::HasPostScriptConstruct = 0x88
[2025-05-13 15:37:33.5431099] UScriptStruct::ICppStructOps::PostScriptConstruct = 0x90
[2025-05-13 15:37:33.5431439] UScriptStruct::ICppStructOps::IsPlainOldData = 0x98
[2025-05-13 15:37:33.5432111] UScriptStruct::ICppStructOps::HasCopy = 0xA0
[2025-05-13 15:37:33.5433210] UScriptStruct::ICppStructOps::Copy = 0xA8
[2025-05-13 15:37:33.5434346] UScriptStruct::ICppStructOps::HasIdentical = 0xB0
[2025-05-13 15:37:33.5435078] UScriptStruct::ICppStructOps::Identical = 0xB8
[2025-05-13 15:37:33.5435585] UScriptStruct::ICppStructOps::HasExportTextItem = 0xC0
[2025-05-13 15:37:33.5436027] UScriptStruct::ICppStructOps::ExportTextItem = 0xC8
[2025-05-13 15:37:33.5436333] UScriptStruct::ICppStructOps::HasImportTextItem = 0xD0
[2025-05-13 15:37:33.5436872] UScriptStruct::ICppStructOps::ImportTextItem = 0xD8
[2025-05-13 15:37:33.5437360] UScriptStruct::ICppStructOps::HasAddStructReferencedObjects = 0xE0
[2025-05-13 15:37:33.5437909] UScriptStruct::ICppStructOps::AddStructReferencedObjects = 0xE8
[2025-05-13 15:37:33.5438449] UScriptStruct::ICppStructOps::HasSerializeFromMismatchedTag = 0xF0
[2025-05-13 15:37:33.5438979] UScriptStruct::ICppStructOps::HasStructuredSerializeFromMismatchedTag = 0xF8
[2025-05-13 15:37:33.5439501] UScriptStruct::ICppStructOps::SerializeFromMismatchedTag = 0x100
[2025-05-13 15:37:33.5440237] UScriptStruct::ICppStructOps::StructuredSerializeFromMismatchedTag = 0x108
[2025-05-13 15:37:33.5440684] UScriptStruct::ICppStructOps::HasGetTypeHash = 0x110
[2025-05-13 15:37:33.5440953] UScriptStruct::ICppStructOps::GetStructTypeHash = 0x118
[2025-05-13 15:37:33.5441471] UScriptStruct::ICppStructOps::GetComputedPropertyFlags = 0x120
[2025-05-13 15:37:33.5441799] UScriptStruct::ICppStructOps::IsAbstract = 0x128
[2025-05-13 15:37:33.5442585] FField
[2025-05-13 15:37:33.5443060] FField::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5443815] FField::Serialize = 0x8
[2025-05-13 15:37:33.5444157] FField::PostLoad = 0x10
[2025-05-13 15:37:33.5444489] FField::GetPreloadDependencies = 0x18
[2025-05-13 15:37:33.5444747] FField::BeginDestroy = 0x20
[2025-05-13 15:37:33.5445176] FField::AddReferencedObjects = 0x28
[2025-05-13 15:37:33.5445617] FField::AddCppProperty = 0x30
[2025-05-13 15:37:33.5445937] FField::Bind = 0x38
[2025-05-13 15:37:33.5446255] FField::PostDuplicate = 0x40
[2025-05-13 15:37:33.5446536] FField::GetInnerFieldByName = 0x48
[2025-05-13 15:37:33.5446764] FField::GetInnerFields = 0x50
[2025-05-13 15:37:33.5447003] FProperty
[2025-05-13 15:37:33.5447253] FProperty::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5447578] FProperty::GetCPPMacroType = 0x58
[2025-05-13 15:37:33.5448730] FProperty::PassCPPArgsByRef = 0x60
[2025-05-13 15:37:33.5449282] FProperty::GetCPPType = 0x68
[2025-05-13 15:37:33.5449731] FProperty::GetCPPTypeForwardDeclaration = 0x70
[2025-05-13 15:37:33.5450065] FProperty::LinkInternal = 0x78
[2025-05-13 15:37:33.5450371] FProperty::ConvertFromType = 0x80
[2025-05-13 15:37:33.5450653] FProperty::Identical = 0x88
[2025-05-13 15:37:33.5450937] FProperty::SerializeItem = 0x90
[2025-05-13 15:37:33.5451217] FProperty::NetSerializeItem = 0x98
[2025-05-13 15:37:33.5451514] FProperty::SupportsNetSharedSerialization = 0xA0
[2025-05-13 15:37:33.5452293] FProperty::ExportTextItem = 0xA8
[2025-05-13 15:37:33.5452773] FProperty::ImportText_Internal = 0xB0
[2025-05-13 15:37:33.5453293] FProperty::CopyValuesInternal = 0xB8
[2025-05-13 15:37:33.5454137] FProperty::GetValueTypeHashInternal = 0xC0
[2025-05-13 15:37:33.5454701] FProperty::CopySingleValueToScriptVM = 0xC8
[2025-05-13 15:37:33.5455241] FProperty::CopyCompleteValueToScriptVM = 0xD0
[2025-05-13 15:37:33.5455778] FProperty::CopySingleValueFromScriptVM = 0xD8
[2025-05-13 15:37:33.5456504] FProperty::CopyCompleteValueFromScriptVM = 0xE0
[2025-05-13 15:37:33.5457046] FProperty::ClearValueInternal = 0xE8
[2025-05-13 15:37:33.5457929] FProperty::DestroyValueInternal = 0xF0
[2025-05-13 15:37:33.5464229] FProperty::InitializeValueInternal = 0xF8
[2025-05-13 15:37:33.5466727] FProperty::GetID = 0x100
[2025-05-13 15:37:33.5467218] FProperty::InstanceSubobjects = 0x108
[2025-05-13 15:37:33.5468189] FProperty::GetMinAlignment = 0x110
[2025-05-13 15:37:33.5468711] FProperty::ContainsObjectReference = 0x118
[2025-05-13 15:37:33.5469070] FProperty::EmitReferenceInfo = 0x120
[2025-05-13 15:37:33.5469402] FProperty::SameType = 0x128
[2025-05-13 15:37:33.5469696] FNumericProperty
[2025-05-13 15:37:33.5471835] FNumericProperty::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5472791] FNumericProperty::IsFloatingPoint = 0x130
[2025-05-13 15:37:33.5473274] FNumericProperty::IsInteger = 0x138
[2025-05-13 15:37:33.5473610] FNumericProperty::GetIntPropertyEnum = 0x140
[2025-05-13 15:37:33.5474035] FNumericProperty::SetIntPropertyValue = 0x148
[2025-05-13 15:37:33.5474461] FNumericProperty::SetIntPropertyValue_1 = 0x150
[2025-05-13 15:37:33.5475297] FNumericProperty::SetFloatingPointPropertyValue = 0x158
[2025-05-13 15:37:33.5475832] FNumericProperty::SetNumericPropertyValueFromString = 0x160
[2025-05-13 15:37:33.5476192] FNumericProperty::GetSignedIntPropertyValue = 0x168
[2025-05-13 15:37:33.5476496] FNumericProperty::GetUnsignedIntPropertyValue = 0x170
[2025-05-13 15:37:33.5476790] FNumericProperty::GetFloatingPointPropertyValue = 0x178
[2025-05-13 15:37:33.5477551] FNumericProperty::GetNumericPropertyValueToString = 0x180
[2025-05-13 15:37:33.5478227] FNumericProperty::CanHoldDoubleValueInternal = 0x188
[2025-05-13 15:37:33.5478614] FNumericProperty::CanHoldSignedValueInternal = 0x190
[2025-05-13 15:37:33.5478862] FNumericProperty::CanHoldUnsignedValueInternal = 0x198
[2025-05-13 15:37:33.5479099] FMulticastDelegateProperty
[2025-05-13 15:37:33.5479349] FMulticastDelegateProperty::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5479945] FMulticastDelegateProperty::GetMulticastDelegate = 0x130
[2025-05-13 15:37:33.5480460] FMulticastDelegateProperty::SetMulticastDelegate = 0x138
[2025-05-13 15:37:33.5480933] FMulticastDelegateProperty::AddDelegate = 0x140
[2025-05-13 15:37:33.5481628] FMulticastDelegateProperty::RemoveDelegate = 0x148
[2025-05-13 15:37:33.5482204] FMulticastDelegateProperty::ClearDelegate = 0x150
[2025-05-13 15:37:33.5483559] FMulticastDelegateProperty::GetInvocationList = 0x158
[2025-05-13 15:37:33.5484298] FObjectPropertyBase
[2025-05-13 15:37:33.5485662] FObjectPropertyBase::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5486495] FObjectPropertyBase::GetCPPTypeCustom = 0x130
[2025-05-13 15:37:33.5487467] FObjectPropertyBase::LoadObjectPropertyValue = 0x138
[2025-05-13 15:37:33.5488260] FObjectPropertyBase::GetObjectPropertyValue = 0x140
[2025-05-13 15:37:33.5488859] FObjectPropertyBase::SetObjectPropertyValue = 0x148
[2025-05-13 15:37:33.5489417] FObjectPropertyBase::AllowCrossLevel = 0x150
[2025-05-13 15:37:33.5489969] FObjectPropertyBase::CheckValidObject = 0x158
[2025-05-13 15:37:33.5490600] UStruct
[2025-05-13 15:37:33.5491831] UStruct::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5492588] UStruct::GetInheritanceSuper = 0x278
[2025-05-13 15:37:33.5492975] UStruct::Link = 0x280
[2025-05-13 15:37:33.5494419] UStruct::SerializeBin = 0x288
[2025-05-13 15:37:33.5529901] UStruct::SerializeBin_1 = 0x290
[2025-05-13 15:37:33.5530786] UStruct::SerializeTaggedProperties = 0x298
[2025-05-13 15:37:33.5531394] UStruct::SerializeTaggedProperties_1 = 0x2A0
[2025-05-13 15:37:33.5531975] UStruct::InitializeStruct = 0x2A8
[2025-05-13 15:37:33.5532439] UStruct::DestroyStruct = 0x2B0
[2025-05-13 15:37:33.5533177] UStruct::CustomFindProperty = 0x2B8
[2025-05-13 15:37:33.5533859] UStruct::SerializeExpr = 0x2C0
[2025-05-13 15:37:33.5534342] UStruct::GetPrefixCPP = 0x2C8
[2025-05-13 15:37:33.5534789] UStruct::SetSuperStruct = 0x2D0
[2025-05-13 15:37:33.5535442] UStruct::PropertyNameToDisplayName = 0x2D8
[2025-05-13 15:37:33.5536409] UStruct::GetAuthoredNameForField = 0x2E0
[2025-05-13 15:37:33.5537168] UStruct::GetAuthoredNameForField_1 = 0x2E8
[2025-05-13 15:37:33.5537811] UStruct::IsStructTrashed = 0x2F0
[2025-05-13 15:37:33.5538516] UStruct::FindPropertyNameFromGuid = 0x2F8
[2025-05-13 15:37:33.5539081] UStruct::FindPropertyGuidFromName = 0x300
[2025-05-13 15:37:33.5539692] UStruct::ArePropertyGuidsAvailable = 0x308
[2025-05-13 15:37:33.5540361] FOutputDevice
[2025-05-13 15:37:33.5541093] FOutputDevice::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5546752] FOutputDevice::Serialize = 0x8
[2025-05-13 15:37:33.5551106] FOutputDevice::Serialize_1 = 0x10
[2025-05-13 15:37:33.5553670] FOutputDevice::Flush = 0x18
[2025-05-13 15:37:33.5556181] FOutputDevice::TearDown = 0x20
[2025-05-13 15:37:33.5560505] FOutputDevice::Dump = 0x28
[2025-05-13 15:37:33.5561126] FOutputDevice::IsMemoryOnly = 0x30
[2025-05-13 15:37:33.5561963] FOutputDevice::CanBeUsedOnAnyThread = 0x38
[2025-05-13 15:37:33.5562536] FOutputDevice::CanBeUsedOnMultipleThreads = 0x40
[2025-05-13 15:37:33.5563092] FMalloc
[2025-05-13 15:37:33.5563747] FMalloc::__vecDelDtor = 0x0
[2025-05-13 15:37:33.5564443] FMalloc::Malloc = 0x10
[2025-05-13 15:37:33.5564984] FMalloc::TryMalloc = 0x18
[2025-05-13 15:37:33.5565410] FMalloc::Realloc = 0x20
[2025-05-13 15:37:33.5565875] FMalloc::TryRealloc = 0x28
[2025-05-13 15:37:33.5566649] FMalloc::Free = 0x30
